variable_id,table_id,project,table,variable,label,value_type,categories,topic,n_complete,n_entities_complete
BiB_Geographic.bib_geog_lsoa.LSOA11CD,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,LSOA11CD,LSOA 2011 code,text,,,3945,3945
BiB_Geographic.bib_geog_lsoa.LSOA21CD,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,LSOA21CD,LSOA 2021 code,text,,,3945,3945
BiB_Geographic.bib_geog_lsoa.IMD_2010_decile,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IMD_2010_decile,IMD 2010 decile,integer,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.IMD_2010_score,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IMD_2010_score,IMD 2010 score,float,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.IMD_2019_decile,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IMD_2019_decile,IMD 2019 decile,integer,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.IMD_2019_score,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IMD_2019_score,IMD 2019 score,float,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.IMD_2019_decile_bfd,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IMD_2019_decile_bfd,IMD 2019 decile - reclassified for only Bradford LSOA,integer,,social_classification,309,309
BiB_Geographic.bib_geog_lsoa.IDACI_2019_decile,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IDACI_2019_decile,Income Deprivation Affecting Children Index (IDACI) 2019 decile,integer,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.IDACI_2019_score,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IDACI_2019_score,Income Deprivation Affecting Children Index (IDACI) 2019 score,float,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.IMD_2025_decile,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IMD_2025_decile,IMD 2025 decile,integer,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.IMD_2025_score,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IMD_2025_score,IMD 2025 score,float,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.IMD_2025_decile_bfd,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IMD_2025_decile_bfd,IMD 2025 decile - reclassified for only Bradford LSOA,integer,,social_classification,309,309
BiB_Geographic.bib_geog_lsoa.IDACI_2025_decile,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IDACI_2025_decile,Income Deprivation Affecting Children Index (IDACI) 2025 decile,integer,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.IDACI_2025_score,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,IDACI_2025_score,Income Deprivation Affecting Children Index (IDACI) 2025 score,float,,social_classification,3869,3869
BiB_Geographic.bib_geog_lsoa.TDI_2011_score,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,TDI_2011_score,Townsend deprivation index (score) using 2011 census data,float,,social_classification,3945,3945
BiB_Geographic.bib_geog_lsoa.TDI_2011_quintile,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,TDI_2011_quintile,Townsend deprivation index (quintile) using 2011 census data,integer,,social_classification,3945,3945
BiB_Geographic.bib_geog_lsoa.carstairs_index_2011,BiB_Geographic.bib_geog_lsoa,BiB_Geographic,bib_geog_lsoa,carstairs_index_2011,Carstairs deprivation index using 2011 census data,float,,social_classification,3945,3945
